Imagem,Média_R,Média_G,Média_B,Textura
imagem_0.jpg,146.90514,145.264512,145.146348,58.973359927611384
imagem_1.jpg,165.47129999999999,169.20159999999998,169.794276,63.212009496859245
imagem_2.jpg,151.604144,152.66552,150.746008,69.66299016948888
imagem_3.jpg,166.891452,172.77495199999998,167.762056,56.43346953467369
imagem_4.jpg,133.59611999999998,132.3233,133.946904,56.657520243162644
imagem_5.jpg,139.343944,129.24586,121.38416,56.57303518987809
imagem_6.jpg,108.67909999999999,124.09514399999999,145.15838399999998,61.22920696999431
imagem_7.jpg,158.65846,167.98761199999998,179.27656,47.46984055822812
imagem_8.jpg,107.615364,113.41911999999999,119.06075999999999,46.34230345071268
imagem_9.jpg,133.93786,122.034804,118.744108,62.00948868520043
imagem_10.jpg,144.85938,130.37813599999998,123.87179599999999,66.37186639298984
imagem_11.jpg,171.26286399999998,163.580088,161.322544,46.97567439594514
imagem_12.jpg,120.85848,133.416272,143.787812,56.305970598617684
imagem_13.jpg,124.28150799999999,129.98530399999999,120.75456799999999,59.89531199701438
imagem_14.jpg,161.654652,151.560664,140.19074,51.20460739781529
imagem_15.jpg,133.66006,138.11812,139.626476,64.68339855146895
imagem_16.jpg,125.174312,145.390876,162.76871599999998,72.01481819243493
imagem_17.jpg,122.21499999999999,116.08080799999999,117.15938,72.8495573968376
imagem_18.jpg,129.1204,125.12758799999999,129.71528,55.39372714448654
imagem_19.jpg,98.22380799999999,101.361256,85.25278399999999,57.495081337751174
imagem_20.jpg,164.24861199999998,161.9979,155.533996,35.97561385825771
imagem_21.jpg,106.462784,95.72572799999999,86.23298,36.60314799515452
imagem_22.jpg,115.001508,120.63873199999999,104.452708,61.060490892401965
imagem_23.jpg,154.025992,163.56166399999998,170.581316,58.042565089230855
imagem_24.jpg,150.36874799999998,146.89789199999998,141.5352,69.1946677450873
imagem_25.jpg,120.06033199999999,123.94614,123.758364,40.72633515977474
imagem_26.jpg,139.356492,143.021088,145.27114,56.28859373860803
imagem_27.jpg,167.95550799999998,171.65701199999998,165.864928,56.8258220186246
imagem_28.jpg,120.80799599999999,128.62655999999998,123.952552,43.0156394059409
imagem_29.jpg,143.704804,163.817172,177.91144799999998,57.91389742493579
imagem_30.jpg,154.205716,154.879276,153.111844,52.1251109523537
imagem_31.jpg,108.51781199999999,101.77744,91.686596,65.61978201567891
imagem_32.jpg,124.20583599999999,141.856304,156.2612,72.12174382672664
imagem_33.jpg,162.841508,163.232792,159.429828,51.8409432427249
imagem_34.jpg,126.54265199999999,128.32938,136.05989599999998,54.20750492440972
imagem_35.jpg,139.128468,158.655384,168.76373999999998,51.42829397804613
imagem_36.jpg,144.151176,158.30067599999998,173.043524,38.235806943803034
imagem_37.jpg,156.455348,161.786372,174.01581199999998,46.62702601367151
imagem_38.jpg,163.90168,167.880472,166.49004399999998,45.18128081686485
imagem_39.jpg,137.562296,133.705468,127.49192,53.86729985929957
imagem_40.jpg,157.839268,160.535268,151.3226,71.85156204869438
imagem_41.jpg,154.357652,155.756056,142.216916,42.177245000725975
imagem_42.jpg,119.698008,135.6475,149.09356,61.7813637478617
imagem_43.jpg,159.206976,163.95888,138.334736,43.2633500160418
imagem_44.jpg,147.07844,159.491412,176.593008,57.99723491174041
imagem_45.jpg,133.172832,148.236052,162.592112,56.79575085550763
imagem_46.jpg,156.55607999999998,155.991524,151.14018,62.80594087508551
imagem_47.jpg,168.95347999999998,174.732856,179.60857199999998,38.06022947265158
imagem_48.jpg,144.979276,143.299552,136.111536,58.359221861326965
imagem_49.jpg,124.74245599999999,141.448076,160.424592,46.77391379277145
imagem_50.jpg,134.63801999999998,143.23048,145.264412,62.92314534110055
imagem_51.jpg,162.71827199999998,161.763004,157.520556,64.86715875671275
imagem_52.jpg,148.75289999999998,151.041384,151.774612,71.64429476839311
imagem_53.jpg,140.365188,142.508216,134.854356,55.227032193800746
imagem_54.jpg,156.21217199999998,159.350824,165.72740399999998,53.612020557748046
imagem_55.jpg,147.20622,168.02946,191.50544399999998,40.27341374391617
imagem_56.jpg,131.11766799999998,139.678576,152.91718,61.199917707677486
imagem_57.jpg,144.821832,167.45324399999998,195.76656799999998,43.427814419698166
imagem_58.jpg,118.88202,125.974632,134.872164,52.72269426894479
imagem_59.jpg,108.056288,118.35943599999999,119.344504,67.2074939582382
imagem_60.jpg,160.207536,171.578228,184.62737199999998,51.11541697956012
imagem_61.jpg,153.78686399999998,165.78492799999998,181.77808,63.14256935399902
imagem_62.jpg,126.07517999999999,132.30436,138.813796,68.91586928588346
imagem_63.jpg,185.08623599999999,184.87255199999998,175.64404,46.729873317831114
imagem_64.jpg,134.676176,140.142216,139.19984,65.31529253423409
imagem_65.jpg,155.32262799999998,151.532512,136.84044,40.17790500589019
imagem_66.jpg,115.23012,107.525376,102.624004,51.376025515758066
imagem_67.jpg,120.327964,142.455492,170.51618,48.19959554176778
imagem_68.jpg,177.042712,163.970584,158.51121999999998,37.17973276786158
imagem_69.jpg,103.00159599999999,116.31868399999999,133.79702,68.44111095958989
imagem_70.jpg,135.144124,137.535544,146.785792,63.25952107527478
imagem_71.jpg,133.949396,137.933816,132.179352,70.45362240573344
imagem_72.jpg,98.03079199999999,104.781964,102.813248,50.85127068678226
imagem_73.jpg,98.675316,96.44496,101.24286,36.18044072857045
imagem_74.jpg,117.543092,117.50192399999999,123.244136,46.31043514959953
imagem_75.jpg,115.072904,109.97973999999999,109.135956,49.75342417227728
imagem_76.jpg,119.797676,119.37298399999999,107.81380399999999,57.233154833704695
imagem_77.jpg,77.32261199999999,83.66512,71.522744,53.24348355800188
imagem_78.jpg,90.69043599999999,110.47107199999999,135.17246,60.6644821515028
imagem_79.jpg,138.640624,151.96774399999998,169.369336,60.44883158740205
imagem_80.jpg,179.01304399999998,185.45036399999998,182.391504,47.54644672795577
imagem_81.jpg,107.324868,103.31302799999999,101.85315999999999,55.498447026427826
imagem_82.jpg,155.94262799999998,153.915492,144.61284799999999,49.265375511586065
imagem_83.jpg,140.186184,151.079656,164.357792,40.675292273270955
imagem_84.jpg,136.489556,143.61672,167.472308,41.428618820134275
imagem_85.jpg,156.262544,156.565548,147.735268,61.21267984748401
imagem_86.jpg,143.70847999999998,155.714504,164.979548,39.32617639946197
imagem_87.jpg,152.365904,154.294824,154.30220799999998,67.51537217898941
imagem_88.jpg,150.513216,151.100256,151.413516,75.05792208408053
imagem_89.jpg,134.365704,145.0539,155.503132,67.6714215779038
imagem_90.jpg,125.289096,141.871436,158.15453599999998,60.49914768493665
imagem_91.jpg,150.875056,153.649296,150.023176,53.686490496423545
imagem_92.jpg,146.7714,174.815188,203.639072,31.0551762304801
imagem_93.jpg,154.20018,168.736608,184.818624,55.526828059028766
imagem_94.jpg,126.609332,128.095196,123.91726399999999,54.878099554289385
imagem_95.jpg,125.55039199999999,142.857156,169.361124,55.464885898494146
imagem_96.jpg,107.79248799999999,111.44117999999999,126.54745199999999,45.2522259032238
imagem_97.jpg,136.734668,134.372728,127.15973199999999,64.43261461014986
imagem_98.jpg,137.728804,152.341564,168.352248,41.33521433195497
imagem_99.jpg,155.360104,172.57894,191.34608,52.56186354168444
imagem_100.jpg,130.324332,131.141264,129.993628,71.3827448403196
imagem_101.jpg,136.449472,136.152,128.34253999999999,48.019236719456686
imagem_102.jpg,130.50942,121.76486799999999,103.22149999999999,49.64450468379855
imagem_103.jpg,112.20642799999999,131.121576,132.40311599999998,56.03386727348824
imagem_104.jpg,169.723568,178.51791599999999,181.178104,56.87311825469619
imagem_105.jpg,114.23839199999999,109.40557199999999,102.740124,45.55166722417804
imagem_106.jpg,134.09372399999998,135.62072,133.00858399999998,63.964984347733754
imagem_107.jpg,124.894072,120.118344,120.248228,51.63213721865869
imagem_108.jpg,98.94423599999999,92.129564,90.923752,52.42162798532438
imagem_109.jpg,133.916628,129.26448399999998,121.83156,50.13053057482173
imagem_110.jpg,110.996512,96.923808,91.91129199999999,59.46506548664028
imagem_111.jpg,154.264952,156.27666399999998,153.256452,51.89796341260786
imagem_112.jpg,126.194548,119.71476,111.32082799999999,45.80165362134149
imagem_113.jpg,92.955832,89.734448,90.889744,45.325356446181694
imagem_114.jpg,149.58369199999999,167.992708,185.866016,29.42257296685659
imagem_115.jpg,149.65652799999998,164.66551199999998,182.54944,48.88321430828395
imagem_116.jpg,106.702016,108.081772,113.504268,44.61946508802794
imagem_117.jpg,136.07186,134.762464,125.64753599999999,56.789627787224106
imagem_118.jpg,163.153312,164.99961199999998,161.96308399999998,58.38311415367371
imagem_119.jpg,138.44118,143.44968799999998,143.861932,56.076572289943826
imagem_120.jpg,139.411324,157.614736,175.433796,58.06621962070601
imagem_121.jpg,146.942544,159.363844,172.854832,41.44694656736508
imagem_122.jpg,136.64614,151.50248399999998,170.634928,56.91838249490918
imagem_123.jpg,116.905512,115.67119199999999,111.01251599999999,44.95479309618248
imagem_124.jpg,136.94026,131.761192,145.21369199999998,55.49881480648622
imagem_125.jpg,112.05766799999999,123.28187199999999,127.309804,52.19969946990255
imagem_126.jpg,104.617216,97.76181199999999,102.05315999999999,57.64873097358811
imagem_127.jpg,147.78422799999998,149.61157599999999,146.064948,62.99163350850969
imagem_128.jpg,132.83843199999998,142.66675999999998,151.72252799999998,63.585151164311945
imagem_129.jpg,141.022236,150.984264,160.45986399999998,51.151131785590195
imagem_130.jpg,145.413948,161.740376,179.141012,69.35376952834802
imagem_131.jpg,135.651172,140.23241199999998,145.00661599999998,50.17189526658461
imagem_132.jpg,109.084368,115.83932,117.344172,51.9129893530479
imagem_133.jpg,125.1263,127.960724,131.145884,54.05302267228075
imagem_134.jpg,111.9896,111.610388,106.717728,51.15195441235238
imagem_135.jpg,130.43382,133.977416,136.41137999999998,79.10694912220151
imagem_136.jpg,122.640464,121.64604,111.468408,58.551944811295755
imagem_137.jpg,80.287868,98.939376,68.76009599999999,57.63069703448591
imagem_138.jpg,93.647988,105.31055599999999,104.561092,49.03366483154609
imagem_139.jpg,101.907432,111.232084,102.073324,52.17027054340831
imagem_140.jpg,159.059304,159.71192,158.760576,49.28941669074512
imagem_141.jpg,112.77234399999999,115.914756,106.15352,76.3226021368911
imagem_142.jpg,125.139724,132.1149,140.517716,75.33003811917527
